"","FID","Year.x","CY","pixFAV","pixSAV","pixWat","percFAV","percSAV","percWat","spr1cy","spr2cy","spr3cy","pszsav","pszfav","uniqueID","SprTtlYrs","Orig_FID","Habitat","Stratum","index","SprayPolyAreaM2","Latitude","Longitude","RID","DBWsiteAreaM2","yr_corr","yr_rid","ttlX24D","ttlGlyph","cnt.rws","Year.y","AggHabitat","AggStratum"
"1233",222,"2007",1,5,1205,2187,0.00147188695908154,0.354724757138652,0.643803355902267,0,0,0,2205,189,"222_2007",7,225,"SlowShallows","SoutheastDelta",1233,40651.5,38.166203,-121.491848,205,464692.29,"2006","2006_205",0,2.75,2,2006,"SlowShallows","SoutheastDelta"
"1234",223,"2007",0,341,3644,1,0.0855494229804315,0.914199698946312,0.000250878073256397,0,0,0,22680,2259,"223_2007",1,226,"DeadendSlough","SoutheastDelta",1234,113109.88,38.174274,-121.436687,205,464692.29,"2006","2006_205",0,2.75,2,2006,"SlowShallows","SoutheastDelta"
"1235",224,"2007",1,49,2671,9408,0.00404023746701847,0.220234168865435,0.775725593667546,0,0,0,21474,333,"224_2007",7,227,"DeadendSlough","SoutheastDelta",1235,235696.57,38.170923,-121.452194,205,464692.29,"2006","2006_205",0,2.75,2,2006,"SlowShallows","SoutheastDelta"
"1236",227,"2007",4,143,3611,5175,0.0160152312688991,0.404412588195767,0.579572180535334,0,0,0,27927,2133,"227_2007",15,230,"SlowShallows","SoutheastDelta",1236,130757.28,38.12269,-121.496864,200,646224.15,"2006","2006_200",16.5,0,6,2006,"SlowShallows","SoutheastDelta"
"1237",233,"2007",0,0,328,1000,0,0.246987951807229,0.753012048192771,0,0,1,1935,45,"233_2007",8,236,"Channel","SoutheastDelta",1237,15608.09,38.119816,-121.536901,201,808306.37,"2006","2006_201",2.75,0,1,2006,"Channel","SoutheastDelta"
"1238",244,"2007",0,75,2016,907,0.0250166777851901,0.672448298865911,0.302535023348899,2,0,0,11511,783,"244_2007",4,247,"SlowShallows","NortheastDelta",1238,99176.7,38.199788,-121.614645,252,774689.19,"2006","2006_252",5,0,5,2006,"SlowShallows","NorthDelta"
"1239",245,"2007",0,37,278,960,0.0290196078431373,0.218039215686275,0.752941176470588,1,0,0,558,324,"245_2007",6,248,"SlowShallows","NortheastDelta",1239,31806,38.232636,-121.669067,262,1247393.85,"2006","2006_262",10,0,5,2006,"SlowShallows","NorthDelta"
"1240",247,"2007",3,114,190,3198,0.0325528269560251,0.0542547115933752,0.9131924614506,0,0,0,306,5670,"247_2007",9,250,"SlowShallows","NortheastDelta",1240,64871.7,38.235369,-121.669236,262,1247393.85,"2006","2006_262",10,0,5,2006,"SlowShallows","NorthDelta"
"1241",249,"2007",0,7,249,5500,0.00121612230715775,0.0432592077831828,0.955524669909659,0,0,0,3510,396,"249_2007",2,252,"FloodedIsland","NortheastDelta",1241,62640,38.242896,-121.66347,262,1247393.85,"2006","2006_262",10,0,5,2006,"FloodedIsland","NorthDelta"
"1242",250,"2007",0,19,199,10235,0.00181766000191333,0.0190375968621448,0.979144743135942,0,0,0,45,657,"250_2007",4,253,"FloodedIsland","CacheSlLibertyIs",1242,104887.69,38.253856,-121.690748,272,1320022.84,"2006","2006_272",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"1243",251,"2007",0,7,87,7322,0.000943905070118662,0.0117313915857605,0.987324703344121,0,0,0,0,252,"251_2007",3,254,"FloodedIsland","CacheSlLibertyIs",1243,71379.98,38.249781,-121.689837,272,1320022.84,"2006","2006_272",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"1244",252,"2007",0,1,56,2113,0.000460829493087558,0.0258064516129032,0.973732718894009,0,0,0,144,828,"252_2007",2,255,"FloodedIsland","CacheSlLibertyIs",1244,26328.08,38.245575,-121.694431,272,1320022.84,"2006","2006_272",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"1245",253,"2007",0,32,16,646,0.0461095100864553,0.0230547550432277,0.930835734870317,0,0,0,126,63,"253_2007",4,256,"FloodedIsland","CacheSlLibertyIs",1245,10426.3,38.255327,-121.693504,272,1320022.84,"2006","2006_272",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"1246",254,"2007",3,35,150,1324,0.023194168323393,0.099403578528827,0.87740225314778,0,0,0,36,90,"254_2007",10,257,"FloodedIsland","CacheSlLibertyIs",1246,25908.25,38.252823,-121.67074,267,5786118.91,"2006","2006_267",12,0,5,2006,"FloodedIsland","NorthDelta"
"1247",255,"2007",3,9,16,645,0.0134328358208955,0.0238805970149254,0.962686567164179,0,0,0,297,1971,"255_2007",8,258,"Channel","CacheSlLibertyIs",1247,9547.27,38.277156,-121.663945,267,5786118.91,"2006","2006_267",12,0,5,2006,"Channel","NorthDelta"
"1248",256,"2007",0,24,46,1355,0.0168421052631579,0.032280701754386,0.950877192982456,2,0,0,117,2790,"256_2007",3,259,"FloodedIsland","CacheSlLibertyIs",1248,19325.9,38.286769,-121.662084,270,6970384.44,"2006","2006_270",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"1249",260,"2007",0,33,36,864,0.0353697749196141,0.0385852090032154,0.92604501607717,0,0,0,108,864,"260_2007",1,263,"SlowShallows","CacheSlLibertyIs",1249,12647.37,38.291429,-121.716455,278,494797.56,"2006","2006_278",NA,NA,NA,NA,"SlowShallows","NorthDelta"
"1250",266,"2007",0,25,3,865,0.0279955207166853,0.00335946248600224,0.968645016797312,0,0,0,144,630,"266_2007",1,269,"Channel","CacheSlLibertyIs",1250,14761.65,38.292816,-121.741027,280,355735.25,"2006","2006_280",NA,NA,NA,NA,"Channel","NorthDelta"
"1251",272,"2007",0,212,22,6827,0.0300240759099278,0.00311570599065288,0.966860218099419,1,0,0,495,4734,"272_2007",4,275,"FloodedIsland","CacheSlLibertyIs",1251,99489.45,38.273818,-121.70304,277,1616612.69,"2006","2006_277",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"1252",273,"2007",0,78,211,6292,0.0118523020817505,0.032061996657043,0.956085701261207,1,0,0,477,3528,"273_2007",1,276,"FloodedIsland","CacheSlLibertyIs",1252,105903.93,38.27488,-121.696602,277,1616612.69,"2006","2006_277",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"1253",275,"2007",2,19,82,1407,0.0125994694960212,0.0543766578249337,0.933023872679045,0,0,0,27,3105,"275_2007",5,278,"FloodedIsland","CacheSlLibertyIs",1253,21603.34,38.264395,-121.669441,267,5786118.91,"2006","2006_267",12,0,5,2006,"FloodedIsland","NorthDelta"
"1254",276,"2007",0,3057,2535,949,0.467359730927993,0.387555419660602,0.145084849411405,0,0,0,19566,34650,"276_2007",0,279,"DeadendSlough","CacheSlLibertyIs",1254,188195.33,38.248881,-121.726163,282,429530.56,"2006","2006_282",NA,NA,NA,NA,"SlowShallows","NorthDelta"
"1255",277,"2007",0,41,50,4065,0.00986525505293552,0.0120307988450433,0.978103946102021,2,0,0,126,585,"277_2007",8,280,"FloodedIsland","CacheSlLibertyIs",1255,68364.77,38.237655,-121.677739,267,5786118.91,"2006","2006_267",12,0,5,2006,"FloodedIsland","NorthDelta"
"1256",279,"2007",1,26,2292,9917,0.00212505108295873,0.187331426236208,0.810543522680834,0,0,0,43551,450,"279_2007",6,282,"FloodedIsland","SouthwestDelta",1256,137287.99,37.858902,-121.572549,87,604326.28,"2006","2006_87",6,0,4,2006,"FloodedIsland","SouthwestDelta"
"1257",281,"2007",1,1,1793,1579,0.000296471983397569,0.531574266231841,0.468129261784761,0,0,0,9198,4617,"281_2007",5,284,"SlowShallows","SouthwestDelta",1257,43218.44,37.859553,-121.574884,87,604326.28,"2006","2006_87",6,0,4,2006,"SlowShallows","SouthwestDelta"
"1258",282,"2007",1,0,404,2126,0,0.159683794466403,0.840316205533597,0,0,0,504,0,"282_2007",4,285,"Channel","SouthwestDelta",1258,27491.32,37.864152,-121.574619,87,604326.28,"2006","2006_87",6,0,4,2006,"Channel","SouthwestDelta"
"1259",286,"2007",1,494,12624,1192,0.0345213137665968,0.882180293501048,0.083298392732355,0,0,0,95157,21150,"286_2007",6,289,"FloodedIsland","SouthwestDelta",1259,153398.96,37.854294,-121.543962,85,509192.61,"2006","2006_85",28.25,0,14,2006,"FloodedIsland","SouthwestDelta"
"1260",287,"2007",1,29,2675,474,0.00912523599748269,0.841724354940214,0.149150409062303,0,0,0,5319,1881,"287_2007",6,290,"Channel","SouthwestDelta",1260,38646.51,37.855074,-121.540996,85,509192.61,"2006","2006_85",28.25,0,14,2006,"Channel","SouthwestDelta"
"1261",288,"2007",1,2,2304,782,0.000647668393782383,0.746113989637306,0.253238341968912,0,0,0,7668,2781,"288_2007",6,291,"Channel","SouthwestDelta",1261,36517.67,37.854071,-121.54183,85,509192.61,"2006","2006_85",28.25,0,14,2006,"Channel","SouthwestDelta"
"1262",289,"2007",1,89,8108,1282,0.00938917607342547,0.855364489925098,0.135246334001477,0,0,0,33237,11889,"289_2007",9,292,"FloodedIsland","SouthwestDelta",1262,130610.52,37.849064,-121.536419,84,364242.01,"2006","2006_84",29.75,0,13,2006,"FloodedIsland","SouthwestDelta"
"1263",290,"2007",1,51,2377,4954,0.00690869683012734,0.321999458141425,0.671091845028448,0,0,0,17388,2502,"290_2007",9,293,"Channel","SouthwestDelta",1263,90627.8,37.846902,-121.538734,84,364242.01,"2006","2006_84",29.75,0,13,2006,"Channel","SouthwestDelta"
"1264",291,"2007",1,900,712,0,0.558312655086849,0.441687344913151,0,0,0,0,20439,11079,"291_2007",6,294,"FloodedIsland","SouthwestDelta",1264,69492.49,37.848498,-121.536788,84,364242.01,"2006","2006_84",29.75,0,13,2006,"FloodedIsland","SouthwestDelta"
"1265",292,"2007",1,7,1141,137,0.00544747081712062,0.887937743190661,0.106614785992218,0,0,0,7470,1764,"292_2007",8,295,"SlowShallows","SouthwestDelta",1265,23415.48,37.841329,-121.539548,84,364242.01,"2006","2006_84",29.75,0,13,2006,"SlowShallows","SouthwestDelta"
"1266",294,"2007",1,37,459,10326,0.0034189613749769,0.0424136019220107,0.954167436703012,0,0,0,2592,2421,"294_2007",10,297,"Channel","SouthwestDelta",1266,129741.27,37.827413,-121.552094,83,177948.43,"2006","2006_83",7.75,0,4,2006,"Channel","SouthwestDelta"
"1267",295,"2007",1,74,2359,759,0.0231829573934837,0.739035087719298,0.237781954887218,0,0,0,14364,6354,"295_2007",8,298,"SlowShallows","SouthwestDelta",1267,62941.99,37.832256,-121.549604,84,364242.01,"2006","2006_84",29.75,0,13,2006,"SlowShallows","SouthwestDelta"
"1268",296,"2007",0,1038,3518,781,0.194491287240022,0.65917181937418,0.146336893385797,0,0,0,1602,24255,"296_2007",0,299,"DeadendSlough","SoutheastDelta",1268,171053,37.896482,-121.481678,64,489304.77,"2006","2006_64",NA,NA,NA,NA,"SlowShallows","SoutheastDelta"
"1269",297,"2007",0,375,11996,670,0.0287554635380722,0.919868108273905,0.0513764281880224,0,0,0,64206,64260,"297_2007",0,300,"Channel","SoutheastDelta",1269,276857.7,37.90758,-121.458469,64,489304.77,"2006","2006_64",NA,NA,NA,NA,"Channel","SoutheastDelta"
"1270",298,"2007",0,346,2782,477,0.0959778085991678,0.771705963938974,0.132316227461859,0,0,0,12420,34839,"298_2007",0,301,"Channel","SoutheastDelta",1270,101853.6,37.918466,-121.442133,64,489304.77,"2006","2006_64",NA,NA,NA,NA,"Channel","SoutheastDelta"
"1271",299,"2007",0,2,2185,839,0.000660938532716457,0.72207534699273,0.277263714474554,0,0,0,7380,15750,"299_2007",0,302,"DeadendSlough","SoutheastDelta",1271,90226.26,37.926739,-121.436133,63,128044.8,"2006","2006_63",NA,NA,NA,NA,"SlowShallows","SoutheastDelta"
"1272",300,"2007",0,7,1920,101,0.00345167652859961,0.946745562130177,0.0498027613412229,0,0,0,1035,18630,"300_2007",0,303,"Channel","SoutheastDelta",1272,34745.51,37.934303,-121.434394,63,128044.8,"2006","2006_63",NA,NA,NA,NA,"Channel","SoutheastDelta"
"1273",301,"2007",6,213,1241,2213,0.0580856285792201,0.338423779656395,0.603490591764385,0,0,0,8073,1746,"301_2007",16,304,"Channel","SoutheastDelta",1273,49226.94,37.982535,-121.473675,12,532677.87,"2006","2006_12",16.5,0,7,2006,"Channel","SoutheastDelta"
"1274",303,"2007",1,33,1212,6072,0.004510045100451,0.165641656416564,0.829848298482985,0,0,0,3294,9,"303_2007",11,306,"Channel","SoutheastDelta",1274,92959.21,38.101219,-121.562062,18,1375406.17,"2006","2006_18",10,0,6,2006,"Channel","SoutheastDelta"
"1275",304,"2007",1,53,2768,4777,0.00697551987365096,0.364306396420111,0.628718083706238,0,0,0,8892,513,"304_2007",12,307,"Channel","SoutheastDelta",1275,91793.16,38.109957,-121.576868,18,1375406.17,"2006","2006_18",10,0,6,2006,"Channel","SoutheastDelta"
"1276",305,"2007",1,77,385,171,0.121642969984202,0.608214849921011,0.270142180094787,0,0,0,405,3924,"305_2007",11,308,"SlowShallows","SoutheastDelta",1276,16522.82,38.112459,-121.582255,18,1375406.17,"2006","2006_18",10,0,6,2006,"SlowShallows","SoutheastDelta"
"1277",306,"2007",4,5,2635,2825,0.000914913083257091,0.482159194876487,0.516925892040256,0,0,0,16884,531,"306_2007",13,309,"Channel","LowerSJRiver",1277,63043.5,38.111755,-121.616129,19,3126152.92,"2006","2006_19",19,0,7,2006,"Channel","LowerSJRiver"
"1278",307,"2007",6,1,2529,196,0.000366837857666911,0.927732942039619,0.0719002201027146,0,0,0,9972,2367,"307_2007",13,310,"Channel","SoutheastDelta",1278,28461.54,37.885599,-121.486183,49,330908.44,"2006","2006_49",26.25,0,11,2006,"Channel","SoutheastDelta"
"1279",309,"2007",6,23,594,1530,0.0107126222636237,0.276665114112715,0.712622263623661,0,0,0,1620,1422,"309_2007",14,312,"Channel","SoutheastDelta",1279,47697.21,37.886073,-121.402896,47,194402.64,"2006","2006_47",9,0,5,2006,"Channel","SoutheastDelta"
"1280",310,"2007",3,117,339,1051,0.0776376907763769,0.224950232249502,0.697412076974121,0,0,0,1170,2106,"310_2007",11,313,"Channel","SoutheastDelta",1280,39790.14,37.918501,-121.307479,6,215713.95,"2006","2006_6",19.25,0,7,2006,"Channel","SoutheastDelta"
"1281",311,"2007",3,10,23,129,0.0617283950617284,0.141975308641975,0.796296296296296,0,0,0,0,900,"311_2007",11,314,"Channel","SoutheastDelta",1281,5480.48,37.915458,-121.304462,6,215713.95,"2006","2006_6",19.25,0,7,2006,"Channel","SoutheastDelta"
"1282",312,"2007",3,0,116,1170,0,0.0902021772939347,0.909797822706065,0,0,0,3132,153,"312_2007",7,315,"Channel","SouthwestDelta",1282,17264.45,37.964432,-121.603422,96,239442.33,"2006","2006_96",3,0,2,2006,"Channel","SouthwestDelta"
"1283",313,"2007",0,0,708,5576,0,0.112667091024825,0.887332908975175,0,0,3,5868,576,"313_2007",4,316,"FloodedIsland","SouthwestDelta",1283,61830.18,37.988325,-121.515998,65,2274489.69,"2006","2006_65",46,0,17,2006,"FloodedIsland","SouthwestDelta"
"1284",314,"2007",0,1,328,2933,0.000306560392397302,0.100551808706315,0.899141630901288,0,0,3,5436,9,"314_2007",3,317,"FloodedIsland","SouthwestDelta",1284,33544.33,37.991739,-121.512975,65,2274489.69,"2006","2006_65",46,0,17,2006,"FloodedIsland","SouthwestDelta"
"1285",315,"2007",2,167,1647,2791,0.0362649294245385,0.357654723127036,0.606080347448426,0,0,0,12978,6138,"315_2007",8,318,"Channel","SoutheastDelta",1285,64992.57,37.997916,-121.426508,11,877632.3,"2006","2006_11",5.75,0,3,2006,"Channel","SoutheastDelta"
"1286",316,"2007",6,8,949,817,0.00450958286358512,0.534949267192785,0.46054114994363,0,0,0,11592,4167,"316_2007",14,319,"SlowShallows","SouthwestDelta",1286,26928.37,38.00833,-121.5489,100,1212365.58,"2006","2006_100",54,0,23,2006,"SlowShallows","SouthwestDelta"
"1287",318,"2007",6,58,703,1098,0.0311995696611081,0.378160301237224,0.590640129101668,0,0,0,6282,1278,"318_2007",15,321,"Channel","SoutheastDelta",1287,21035.96,38.007746,-121.442166,13,1804608.06,"2006","2006_13",42.75,0,18,2006,"Channel","SoutheastDelta"
"1288",319,"2007",6,20,243,1340,0.0124766063630692,0.151590767311291,0.835932626325639,0,0,0,3069,441,"319_2007",15,322,"Channel","SoutheastDelta",1288,24737.38,38.008255,-121.441825,13,1804608.06,"2006","2006_13",42.75,0,18,2006,"Channel","SoutheastDelta"
"1289",321,"2007",6,9,282,819,0.00810810810810811,0.254054054054054,0.737837837837838,0,0,0,3087,0,"321_2007",12,324,"Channel","SouthwestDelta",1289,16302.64,38.022482,-121.512417,15,2480455.72,"2006","2006_15",40.25,0,18,2006,"Channel","SouthwestDelta"
"1290",322,"2007",1,7,385,1299,0.00413956238911887,0.227675931401538,0.768184506209344,0,0,0,3897,0,"322_2007",9,325,"Channel","SouthwestDelta",1290,23601.05,38.025384,-121.505094,15,2480455.72,"2006","2006_15",40.25,0,18,2006,"Channel","SouthwestDelta"
"1291",323,"2007",2,0,597,2927,0,0.169409761634506,0.830590238365494,0,0,0,8505,423,"323_2007",5,326,"Channel","SouthwestDelta",1291,37436.5,38.021568,-121.559942,101,1796195.6,"2006","2006_101",37,0,17,2006,"Channel","SouthwestDelta"
"1292",324,"2007",0,3,194,1877,0.00144648023143684,0.0935390549662488,0.905014464802314,2,0,0,4662,135,"324_2007",14,327,"Channel","SoutheastDelta",1292,31107.29,38.045136,-121.394401,31,322723.87,"2006","2006_31",23.75,0,11,2006,"Channel","SoutheastDelta"
"1293",325,"2007",3,243,3003,5185,0.0288222037717946,0.35618550587119,0.614992290357016,0,0,0,28503,8631,"325_2007",9,328,"Channel","LowerSJRiver",1293,117156,38.065636,-121.535391,16,3742966.2,"2006","2006_16",48.5,0,22,2006,"Channel","LowerSJRiver"
"1294",326,"2007",0,272,637,0,0.299229922992299,0.700770077007701,0,0,4,0,5283,4140,"326_2007",4,329,"SlowShallows","LowerSJRiver",1294,38627.48,38.060588,-121.540503,16,3742966.2,"2006","2006_16",48.5,0,22,2006,"SlowShallows","LowerSJRiver"
"1295",327,"2007",6,1,889,3423,0.000231857175979597,0.206121029445861,0.793647113378159,0,0,0,9585,2925,"327_2007",10,330,"SlowShallows","SouthwestDelta",1295,55331.43,37.974641,-121.576927,98,948769.45,"2006","2006_98",27.5,0,14,2006,"SlowShallows","SouthwestDelta"
"1296",328,"2007",6,8,889,2719,0.00221238938053097,0.245851769911504,0.751935840707965,0,0,0,7488,2520,"328_2007",8,331,"Channel","SouthwestDelta",1296,47184.53,37.979789,-121.57566,98,948769.45,"2006","2006_98",27.5,0,14,2006,"Channel","SouthwestDelta"
"1297",329,"2007",4,45,1263,3959,0.00854376305297133,0.239794949686729,0.7516612872603,0,0,0,9144,5022,"329_2007",9,332,"Channel","SouthwestDelta",1297,59520.28,37.971562,-121.594259,96,239442.33,"2006","2006_96",3,0,2,2006,"Channel","SouthwestDelta"
"1298",330,"2007",6,44,1749,1720,0.0125249074864788,0.497865072587532,0.489610019925989,0,0,0,25758,3222,"330_2007",14,333,"SlowShallows","SouthwestDelta",1298,47295.8,37.998956,-121.622407,109,1113627.73,"2006","2006_109",15,3,9,2006,"SlowShallows","SouthwestDelta"
"1299",331,"2007",1,430,2170,16033,0.023077335909408,0.116460044007943,0.860462620082649,0,0,0,119286,3069,"331_2007",3,334,"FloodedIsland","SouthwestDelta",1299,188973.17,38.04551,-121.631923,105,1822957.28,"2006","2006_105",8,0,3,2006,"FloodedIsland","SouthwestDelta"
"1300",332,"2007",2,575,3025,10830,0.0398475398475398,0.20963270963271,0.750519750519751,0,0,0,53739,2313,"332_2007",5,335,"Channel","SouthwestDelta",1300,235359.64,38.039086,-121.581695,103,1247251.46,"2006","2006_103",5.25,0,2,2006,"Channel","SouthwestDelta"
"1301",333,"2007",6,343,951,6243,0.04550882313918,0.126177524213878,0.828313652646942,0,0,0,23526,16488,"333_2007",8,336,"SlowShallows","SouthwestDelta",1301,104591.92,38.024306,-121.598044,108,671195.6,"2006","2006_108",12.75,0,6,2006,"SlowShallows","SouthwestDelta"
"1302",334,"2007",0,46,508,1194,0.0263157894736842,0.290617848970252,0.683066361556064,2,0,0,3294,2619,"334_2007",9,337,"Channel","SouthwestDelta",1302,23219.18,37.99609,-121.506632,65,2274489.69,"2006","2006_65",46,0,17,2006,"Channel","SouthwestDelta"
"1303",335,"2007",6,102,612,276,0.103030303030303,0.618181818181818,0.278787878787879,0,0,0,3789,2844,"335_2007",11,338,"SlowShallows","SouthwestDelta",1303,15200.17,37.998237,-121.509784,65,2274489.69,"2006","2006_65",46,0,17,2006,"SlowShallows","SouthwestDelta"
"1304",336,"2007",6,244,483,285,0.241106719367589,0.477272727272727,0.281620553359684,0,0,0,1386,6012,"336_2007",10,339,"SlowShallows","SouthwestDelta",1304,17523.97,37.997098,-121.508995,65,2274489.69,"2006","2006_65",46,0,17,2006,"SlowShallows","SouthwestDelta"
"1305",337,"2007",6,16,831,1164,0.00795624067628046,0.413227250124316,0.578816509199403,0,0,0,7515,3807,"337_2007",12,340,"Channel","SouthwestDelta",1305,33581.34,37.999502,-121.511043,65,2274489.69,"2006","2006_65",46,0,17,2006,"Channel","SouthwestDelta"
"1306",338,"2007",6,166,853,3086,0.0404384896467722,0.207795371498173,0.751766138855055,0,0,0,18081,8523,"338_2007",10,341,"SlowShallows","SouthwestDelta",1306,54044.03,38.007717,-121.512438,68,1119203.19,"2006","2006_68",29.25,0,11,2006,"SlowShallows","SouthwestDelta"
"1307",339,"2007",0,2,918,1865,0.000718132854578097,0.329622980251347,0.669658886894075,5,0,0,18972,819,"339_2007",9,342,"SlowShallows","SouthwestDelta",1307,35670.57,38.009275,-121.511338,68,1119203.19,"2006","2006_68",29.25,0,11,2006,"SlowShallows","SouthwestDelta"
"1308",340,"2007",0,24,546,0,0.0421052631578947,0.957894736842105,0,1,0,0,3465,369,"340_2007",3,343,"DeadendSlough","NortheastDelta",1308,24993,38.281871,-121.436919,215,805534.86,"2006","2006_215",0,8,10,2006,"SlowShallows","NorthDelta"
"1309",341,"2007",1,385,8408,1129,0.0388026607538803,0.847409796412014,0.113787542834106,0,0,0,25740,3969,"341_2007",15,344,"DeadendSlough","NortheastDelta",1309,180013.43,38.27483,-121.45234,215,805534.86,"2006","2006_215",0,8,10,2006,"SlowShallows","NorthDelta"
"1310",342,"2007",3,10,1307,217,0.00651890482398957,0.852020860495437,0.141460234680574,0,0,0,3006,603,"342_2007",11,345,"DeadendSlough","NortheastDelta",1310,39146.56,38.265514,-121.458685,215,805534.86,"2006","2006_215",0,8,10,2006,"SlowShallows","NorthDelta"
"1311",343,"2007",4,28,2098,1079,0.00873634945397816,0.654602184087363,0.336661466458658,0,0,0,11448,252,"343_2007",16,346,"DeadendSlough","NortheastDelta",1311,59722.92,38.269891,-121.45925,215,805534.86,"2006","2006_215",0,8,10,2006,"SlowShallows","NorthDelta"
"1312",344,"2007",3,58,1705,455,0.0261496844003607,0.768710550045086,0.205139765554554,0,0,0,7902,450,"344_2007",13,347,"Channel","NortheastDelta",1312,46749.17,38.267949,-121.46199,215,805534.86,"2006","2006_215",0,8,10,2006,"Channel","NorthDelta"
"1313",345,"2007",3,97,6408,246,0.0143682417419642,0.949192712190787,0.0364390460672493,0,0,0,25830,774,"345_2007",9,348,"Channel","NortheastDelta",1313,116979.65,38.264558,-121.46273,215,805534.86,"2006","2006_215",0,8,10,2006,"Channel","NorthDelta"
"1314",346,"2007",3,73,2172,2455,0.015531914893617,0.462127659574468,0.522340425531915,0,0,0,3411,702,"346_2007",12,349,"Channel","NortheastDelta",1314,79260.28,38.269533,-121.472394,215,805534.86,"2006","2006_215",0,8,10,2006,"Channel","NorthDelta"
"1315",349,"2007",3,73,4778,633,0.0133114514952589,0.87126185266229,0.115426695842451,0,0,0,31563,2457,"349_2007",14,352,"SlowShallows","NortheastDelta",1315,97852.25,38.275555,-121.49596,216,360673.96,"2006","2006_216",0,36.25,20,2006,"SlowShallows","NorthDelta"
"1316",350,"2007",1,7,615,231,0.0082063305978898,0.720984759671747,0.270808909730363,0,0,0,5004,639,"350_2007",11,353,"SlowShallows","NortheastDelta",1316,15048.04,38.267932,-121.497309,216,360673.96,"2006","2006_216",0,36.25,20,2006,"SlowShallows","NorthDelta"
"1317",351,"2007",2,13,409,183,0.0214876033057851,0.67603305785124,0.302479338842975,0,0,0,4788,666,"351_2007",12,354,"Channel","NortheastDelta",1317,11334.88,38.269311,-121.497287,216,360673.96,"2006","2006_216",0,36.25,20,2006,"Channel","NorthDelta"
"1318",352,"2007",1,3,555,220,0.0038560411311054,0.713367609254499,0.282776349614396,0,0,0,2466,450,"352_2007",13,355,"Channel","NortheastDelta",1318,11614.08,38.251167,-121.499404,214,445187.51,"2006","2006_214",0,16.75,13,2006,"Channel","NorthDelta"
"1319",353,"2007",4,127,3655,3798,0.016754617414248,0.482189973614776,0.501055408970976,0,0,0,11853,1377,"353_2007",12,356,"Channel","NortheastDelta",1319,119833.87,38.28858,-121.504198,217,651388.26,"2006","2006_217",0,34.25,25,2006,"Channel","NorthDelta"
"1320",354,"2007",2,9,328,238,0.0156521739130435,0.570434782608696,0.413913043478261,0,0,0,2475,90,"354_2007",13,357,"Channel","NortheastDelta",1320,9462.95,38.285228,-121.504948,217,651388.26,"2006","2006_217",0,34.25,25,2006,"Channel","NorthDelta"
"1321",356,"2007",4,97,2933,500,0.0274787535410765,0.830878186968839,0.141643059490085,0,0,0,22599,1071,"356_2007",13,359,"SlowShallows","NortheastDelta",1321,70676.2,38.299695,-121.508877,217,651388.26,"2006","2006_217",0,34.25,25,2006,"SlowShallows","NorthDelta"
"1322",357,"2007",4,91,1215,203,0.0603048376408217,0.805168986083499,0.134526176275679,0,0,0,9801,1008,"357_2007",15,360,"Channel","NortheastDelta",1322,23959.45,38.308558,-121.50981,217,651388.26,"2006","2006_217",0,34.25,25,2006,"Channel","NorthDelta"
"1323",358,"2007",0,58,722,0,0.0743589743589744,0.925641025641026,0,0,1,0,4437,900,"358_2007",4,361,"SlowShallows","NortheastDelta",1323,21978.95,38.319953,-121.498483,219,69072.4,"2006","2006_219",0,23.25,16,2006,"SlowShallows","NorthDelta"
"1324",359,"2007",0,134,1750,204,0.064176245210728,0.838122605363985,0.0977011494252874,0,1,0,4590,1053,"359_2007",1,362,"SlowShallows","NortheastDelta",1324,30471.44,38.320965,-121.495658,220,399693.61,"2006","2006_220",NA,NA,NA,NA,"SlowShallows","NorthDelta"
"1325",360,"2007",0,111,315,2369,0.0397137745974955,0.112701252236136,0.847584973166368,0,0,0,36,18081,"360_2007",0,363,"SlowShallows","NortheastDelta",1325,47841.11,38.323508,-121.519685,246,1222452.71,"2006","2006_246",NA,NA,NA,NA,"SlowShallows","NorthDelta"
"1326",361,"2007",0,118,244,7753,0.0145409735058534,0.030067775723968,0.955391250770179,0,0,0,2178,4725,"361_2007",0,364,"FloodedIsland","CacheSlLibertyIs",1326,114733.83,38.320025,-121.679517,275,930733.51,"2006","2006_275",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"1327",362,"2007",0,534,189,9013,0.054847986852917,0.0194124897288414,0.925739523418242,0,0,0,4923,3762,"362_2007",0,365,"FloodedIsland","CacheSlLibertyIs",1327,143117.55,38.308571,-121.682799,270,6970384.44,"2006","2006_270",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"1328",363,"2007",0,822,98,5334,0.131435881036137,0.0156699712184202,0.852894147745443,0,0,0,108,8937,"363_2007",0,366,"FloodedIsland","CacheSlLibertyIs",1328,88266.77,38.300962,-121.683447,270,6970384.44,"2006","2006_270",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
